id,owner,route,str_no,str_name,mp,county,municipality,latitude,longitude
5819,GSP,9036,361625N,"GARDEN STATE PARKWAY NB / WEST CENTURY ROAD",162.55,BERGEN,"Paramus borough",40.9296,74.0723
5820,GSP,9036,361630N,"GSP NB OVER INT. 163 SB EXIT RAMP B",163.06,BERGEN,"Paramus borough",40.937,74.072
5821,GSP,9036,361631N,"GARDEN STATE PARKWAY NB OVER ROUTE NJ 17",163.15,BERGEN,"Paramus borough",40.9367,74.0717
5822,GSP,9036,361632S,"GARDEN STATE PARKWAY SB OVER ROUTE NJ 17",163.15,BERGEN,"Paramus borough",40.9367,74.0717
5823,GSP,9036,361633S,"GSP SB OVER INT. 163 NB EXIT RAMP D",163.29,BERGEN,"Paramus borough",40.941,74.0703
5824,GSP,9036,361638S,"GARDEN STATE PARKWAY SB OVER E. MIDLAND AVE",163.89,BERGEN,"Paramus borough",40.9485,74.0667
5825,GSP,9036,361639N,"GARDEN STATE PARKWAY NB OVER E. MIDLAND AVE",163.9,BERGEN,"Paramus borough",40.9482,74.0662
5826,GSP,9036,361640A,"FROM ROAD OVER SPROUT BROOK",0,BERGEN,"Paramus borough",40.9513,74.0668
5827,GSP,9036,361649T,"EAST RIDGEWOOD AVENUE (CR 80) OVER GSP",4.59,BERGEN,"Paramus borough",40.964,74.066
5828,GSP,9036,361659T,"LINWOOD AVENUE (CR 110) OVER GSP",2.29,BERGEN,"Paramus borough",40.9767,74.07
5829,GSP,9036,361663T,"EAST GLEN AVENUE (CR 82) OVER GSP",0.98,BERGEN,,40.9867,74.0717
5830,GSP,9036,361674S,"WASHINGTON AVENUE (CR 502) OVER GSP SB",14.79,BERGEN,,39.9967,74.0717
5831,GSP,9036,361675N,"WASHINGTON AVENUE (CR 502) OVER GSP",14.84,BERGEN,,40.9983,74.07
5832,GSP,9036,361680T,"HILLSDALE AVENUE (CR 112) OVER GSP",2.16999,BERGEN,"Hillsdale borough",41.0067,74.07
5833,GSP,9036,361684T,"WIERIMUS ROAD (CR 71) OVER GARDEN ST PARKWAY",2.45,BERGEN,"Hillsdale borough",41.0117,74.07
5834,GSP,9036,361692S,"GSP SB OVER SADDLE RIVER ROAD (CR 90)",169.29,BERGEN,"Woodcliff Lake borough",41.0167,74.07
5835,GSP,9036,361693N,"GSP NB OVER SADDLE RIVER ROAD (CR 90)",169.29,BERGEN,"Woodcliff Lake borough",41.0167,74.07
5836,GSP,9036,361701N,"GSP NB OVER GLEN ROAD (CR 92)",170.15,BERGEN,"Woodcliff Lake borough",41.035,74.0717
5837,GSP,9036,361701S,"GSP SB OVER GLEN ROAD (CR 92)",170.15,BERGEN,"Woodcliff Lake borough",41.035,74.0717
5838,GSP,9036,361714S,"GSP SB OVER GRAND AVENUE (CR 94)",171.52,BERGEN,"Montvale borough",41.055,74.0667
5839,GSP,9036,361715N,"GSP NB OVER GRAND AVENUE (CR 94)",171.52,BERGEN,"Montvale borough",41.055,74.0667
5840,GSP,9036,361716S,"GSP SB OVER SUMMIT AVENUE (CR 96)",171.74,BERGEN,"Montvale borough",41.0583,74.0667
5841,GSP,9036,361717N,"GSP NB OVER SUMMIT AVENUE (CR 96)",171.74,BERGEN,"Montvale borough",41.0583,74.0667
5842,NJTPK,9037,E10615A,"NJ TPK NB WEST/ TPK SBI & NBI (E)",0.41,ESSEX,"Newark city",40.7183,74.135
5843,NJTPK,9037,E10620A,"NJTPK TNW14 OVER E-NSI,SNI-E,SNO-E",60.7498,ESSEX,"Newark city",40.7183,74.135
5844,NJTPK,9037,E106570,"NJ TPK OVER CRR OF NJ NWK BRANCH",61.21,ESSEX,"Newark city",40.7167,74.1367
5845,NJTPK,9037,E106680,"NJ TPK OVER FOUNDRY STREET",61.35,ESSEX,"Newark city",40.7267,74.13
5846,NJTPK,9037,E10689A,"NJ TPK INT.15E RAMP TNW / NJ TPK",61.5198,ESSEX,"Newark city",40.73,74.1283
5847,NJTPK,9037,E10692B,"NJ TPK INT 15E RPS R&T/RAYMOND BD",61.52,ESSEX,"Newark city",40.6633,74.1267
5848,NJTPK,9037,E10692C,"NJ TPK INT 15E RAMP TE/DOT RAMP P-1",61.52,ESSEX,"Newark city",40.6633,74.1267
5849,NJTPK,9037,E107880,"NJTPK / PASSAIC RV,US1&9",62.52,ESSEX,"Newark city",40.7333,74.125
5850,NJTPK,9037,E109020,"NJ TPK OVER BELLEVILLE TPK (RT 7)",63.66,HUDSON,"Kearny town",40.7533,74.1083
5851,NJTPK,9037,E109830,"NJTPK / HACKENSACK RV &E",103.771,HUDSON,"Kearny town",40.7533,74.1083
5852,NJTPK,9037,E11067A,"RAMP TNE/EASTERLY TPK MAINLINE AND RAMP TSE",65.51,HUDSON,"Secaucus town",40.7606,74.0793
5853,NJTPK,9037,E11067B,"RAMP NET OVER WETLANDS",64.7,HUDSON,"Secaucus town",40.7616,74.0784
5854,NJTPK,9037,E110800,"EASTERLY TPK MAINLINE/RAMPS NET/TE",65.5,HUDSON,"Secaucus town",40.7619,74.0771
5855,NJTPK,9037,E11080A,"RAMPS TE/ET OVER PENHORN CREEK",64.7,HUDSON,"Secaucus town",40.7583,74.0744
5856,NJTPK,9037,E11080B,"RAMPS TW/WT OVER NJ TRANSIT",65.5,HUDSON,"Secaucus town",40.7503,74.0692
5857,NJTPK,9037,E110850,"NJ TPK OVER ELRR (BOONTON BRANCH)",64.75,HUDSON,"Secaucus town",40.7617,74.0767
5858,NJTPK,9037,E111150,"NJ TPK OVER ELRR & COUNTY ROAD",65.91,HUDSON,"Secaucus town",40.7733,74.06
5859,NJTPK,9037,E112100,"SECAUCUS ROAD OVER NJ TURNPIKE",1.61,HUDSON,"Secaucus town",40.7733,74.06
5860,NJTPK,9037,E11258A,"NJ TPK RAMP V/NJ TPK SNE-NSE RWYS",0,HUDSON,"Secaucus town",40.7767,74.0533
5861,NJTPK,9037,E11258B,"NJTPK INT 1GE RAMP F(V)/DOT I95",0,HUDSON,"North Bergen (CDP)",40.7767,74.0583
5862,NJTPK,9037,E11258C,"NJ TPK INTER 16E RAMP F/NJ RT 3",0,HUDSON,"North Bergen (CDP)",40.8083,74.08
5863,NJTPK,9037,E11295A,"NJ TPK INT 17E RP A/TPK,RPS& RDWY",67.5,HUDSON,"Secaucus town",40.7833,74.0533
5864,NJTPK,9037,E11295B,"NJ TPK INT 17E RAMP A OVER NJ 3",67.8,HUDSON,"Secaucus town",40.8083,74.08
5865,NJTPK,9037,E11295C,"NJ TPK INTER 17E RAMP S/RAMP V&R",67.23,HUDSON,"Secaucus town",40.78,74.0567
5866,NJTPK,9037,E11295D,"NJ TPK INT 17E RP E/PAT PK RD,RMP",0,HUDSON,"Secaucus town",40.81,74.0633
5867,NJTPK,9037,E113000,"NJ TPK OVER PATERSON PLANK ROAD",67.64,HUDSON,"Secaucus town",40.7833,74.0517
5868,NJTPK,9037,E113160,"NJ TPK SNE-NSE RWY OVER ROUTE 3",67.6,HUDSON,"Secaucus town",40.7883,74.05
5869,NJTPK,9037,E113500,"PARK PLACE OVER NJ TURNPIKE",0,HUDSON,"Secaucus town",40.7917,74.0417
5870,NJTPK,9037,E114520,"NJ TPK SNE-NSE RWY/PAUNPECK CREEK",69.17,HUDSON,"Secaucus town",40.8033,74.035
5871,NJTPK,9037,E115210,"NJ TPK SNE-NSE RWY/BELLMAN CREEK",69.86,HUDSON,"Secaucus town",40.8133,74.03
5872,NJTPK,9037,E116420,"NJ TPK / SUSQUEHANNA RR& NJ TPK SESA",65.71,BERGEN,"Ridgefield Park village",40.83,74.025
5873,NJTPK,9037,E11672A,"NJ TPK NB WEST/NJ TPK SB-E & E-80",10.6,BERGEN,"Ridgefield borough",40.8326,74.0226
5874,NJTPK,9037,E11674A,"NJ TPK CONN RD 95W/NJ TPK SB-E",71.4098,BERGEN,"Ridgefield borough",40.833,74.0224
5875,NJTPK,9037,E11680N,"NJ TPK E-95/BERGEN CO.TRUNK SEWER",71.4298,BERGEN,"Ridgefield borough",40.8317,74.0217
5876,NJTPK,9037,I05341A,"NJ TPK INT.7 RPS WT&TE / BLACKS CREEK",53.41,BURLINGTON,"Bordenton township",40.1236,74.7023
5877,NJTPK,9037,I07389B,"NJ TPK RAMP WT-TE / FORSGATE ROAD",28.09,MIDDLESEX,"Monroe township",40.3417,74.465
5878,NJTPK,9037,I08334B,"NJ ROUTE 18/NJ TPK INT.9 RP.TE-WT",39.94,MIDDLESEX,"East Brunswick township",40.47,74.405
5879,NJTPK,9037,I08334C,"NARICON PLACE / NJTPK INT. 9 RAMP TW",0,MIDDLESEX,"East Brunswick township",40.47,74.405
5880,NJTPK,9037,I08809B,"NJTPK INT10 RAMP TW/WOODBRG. AVE & 440 RAMP",43.15,MIDDLESEX,"Edison township",40.5267,74.335
5881,NJTPK,9037,I09099C,"GSP/NJTPK INTER 11 RAMP PNT",129.5,MIDDLESEX,"Woodbridge township",40.5383,74.3067
5882,NJTPK,9037,I09099D,"NJ TPK INTER 11 RAMP TPS OVER GSP",44.92,MIDDLESEX,"Woodbridge township",40.5383,74.3067
5883,NJTPK,9037,I09099E,"NJ TPK INT 11 RAMP KPN/NJ TPK PST",112.92,MIDDLESEX,"Woodbridge township",40.5367,74.3033
5884,NJTPK,9037,I09099G,"NJTPK INT.11 RAMP TK/GSP RAMP PNK",44.9,MIDDLESEX,"Woodbridge township",40.5383,74.3067
5885,NJTPK,9037,I09132B,"US 9/NJTPK INTER. 11 RAMPS NT-TN",134.61,MIDDLESEX,"Woodbridge township",40.5417,74.2933
5886,NJTPK,9037,I09935B,"NJTPK RAMP TW/NJTK RPS.TE;ET&I278",33.6162,UNION,"Elizabeth city",40.6417,74.21
5887,NJTPK,9037,I09935D,"NJ TPK INT 13 RAMP ET/I78 EB RMP LG",54.1,UNION,"Elizabeth city",40.6433,74.215
5888,NJTPK,9037,I10153B,"NJ TPK INT 13A RAMP TSO/MAINT.RD.",56.15,UNION,"Elizabeth city",40.665,74.1833
5889,NJTPK,9037,I10165B,"NORTH AVE EB/NJTK 13A:WXT,TWX,TWL",1.42,UNION,"Elizabeth city",40.6667,74.1983
5890,NJTPK,9037,I10474B,"NJ TPK INT.14 EXT-ALT/NJ RAMP WLT",58.03,ESSEX,"Newark city",40.705,74.1517
5891,NJTPK,9037,I11763B,"NJ TPK RAMP TW OVER US ROUTE 46",72.31,BERGEN,"Ridgefield borough",40.8467,74.0167
5892,NJTPK,9037,M000000,"US 130 AND NJ 49 OVER NJ TPK",0,SALEM,"Pennsville township",39.6806,75.4926
5893,NJTPK,9037,M000420,"NJ TURNPIKE OVER SALEM CANAL",0.63,SALEM,"Carneys Point township",39.6789,75.4859
5894,NJTPK,9037,M000850,"HAWKS BRDIGE RD (NJ 140)/ NJTP",0.78,SALEM,"Carneys Point township",39.6783,75.4833
5895,NJTPK,9037,M001660,"NJ TURNPIKE OVER GAME CREEK",1.88,SALEM,"Carneys Point township",39.6826,75.4629
5896,NJTPK,9037,M003040,"COURSES LANDING RD OVER NJ TPK (CR 628)",2.71,SALEM,"Carneys Point township",39.6876,75.4377
5897,NJTPK,9037,M00372R,"NJ 48(HARDING HWY) OVER NJ TPK",3.3,SALEM,"Carneys Point township",39.6896,75.4253
5898,NJTPK,9037,M004890,"PENNSGROVE-AUBURN ROAD OVER NJTPK (CR 641)",4.38,SALEM,"Carneys Point township",39.6947,75.4042
5899,NJTPK,9037,M005730,"STUMPY ROAD OVER NJ TPK",0,SALEM,"Oldmans township",39.6993,75.3893
5900,NJTPK,9037,M006770,"POINTERS-AUBURN RD OVER NJ TPK (CR 646)",5.75,SALEM,"Oldmans township",39.7054,75.3712
5901,NJTPK,9037,M006960,"AUBURN RD (CR602) (F. PED.-WOODSTOWN)/NJTPK",4.85,SALEM,"Oldmans township",39.7063,75.3684
5902,NJTPK,9037,M007850,"NJ TPK OVER OLDMANS CREEK",8.11,GLOUCESTER,"Oldmans township",39.7114,75.3536
5903,NJTPK,9037,M008680,"OLDMANS CK RD (CR602) (F. PED-HARR. RD)/NJTPK",4.34,GLOUCESTER,"Woolwich township",39.7179,75.3399
5904,NJTPK,9037,M009140,"RAINEY ROAD OVER NJ TPK",0,GLOUCESTER,"Woolwich township",39.7214,75.3323
5905,NJTPK,9037,M009710,"NJ TPK OVER KINGS HIGHWAY (CR 620)",9.84,GLOUCESTER,"Woolwich township",39.7251,75.3234
5906,NJTPK,9037,M009930,"NJTPK OVER SOUTH JERSEY RAILROAD CO.",10.08,GLOUCESTER,"Woolwich township",39.7271,75.3199
5907,NJTPK,9037,M010040,"NJ TPK/WOODSTOWN-SWEDESBORO RD (CR 605)",10.22,GLOUCESTER,"Woolwich township",39.7281,75.3183
5908,NJTPK,9037,M011380,"SWEDESBORO-MONROEVILLE RD (CR694) /NJ TPK",0.87,GLOUCESTER,"Woolwich township",39.7404,75.2986
5909,NJTPK,9037,M011500,"FRANKLINVILLE RD (F. SWEDESB. RD CR538)/NJTPK",0.84,GLOUCESTER,"Woolwich township",39.7414,75.2967
5910,NJTPK,9037,M012130,"NJ TPK OVER RACCOON CREEK",12.35,GLOUCESTER,"Woolwich township",39.747,75.2875
5911,NJTPK,9037,M012580,"BACK CREEK RD (F. MULLICA HILL RD) OVER NJTPK",0,GLOUCESTER,"Woolwich township",39.7511,75.281
5912,NJTPK,9037,M01286A,"NJ TPK INT NO 2 RAMPS C-E/NJ TPK",13.02,GLOUCESTER,"Woolwich township",39.7536,75.2768
5913,NJTPK,9037,M013180,"US 322 (SWEDESBORO ROAD) OVER NJ TPK",8.07,GLOUCESTER,"Woolwich township",39.7564,75.2723
5914,NJTPK,9037,M013400,"U-TURN OVERPASS MAINTENANCE/NJTPK",0,GLOUCESTER,"Woolwich township",39.7584,75.2687
5915,NJTPK,9037,M013880,"E. TOMLIN STATION RD (CR 607) OVER NJ TPK",4.51,GLOUCESTER,"East Greenwich township",39.7629,75.2615
5916,NJTPK,9037,M015030,"E. WOLFERT STATION RD (CR664) OVER NJTPK",2.21,GLOUCESTER,"East Greenwich township",39.7728,75.2445
5917,NJTPK,9037,M015920,"CEDAR RD (F. MICKLETON-JEFF. RD) (CR673) /  NJTPK",1.23,GLOUCESTER,"East Greenwich township",39.7804,75.2308
5918,NJTPK,9037,M016730,"E.COHAWKIN RD (F. PAULSBORO RD CR667) /NJTPK",11.81,GLOUCESTER,"East Greenwich township",39.7876,75.2183
5919,NJTPK,9037,M017500,"NJ TPK OVER EDWARDS RUN",17.72,GLOUCESTER,"East Greenwich township",39.7938,75.2069
5920,NJTPK,9037,M017980,"MANTUA RD CR 678 (F. MT.ROYAL-BARNSB RD)/NJTPK",3.62,GLOUCESTER,"East Greenwich township",39.7981,75.1996
5921,NJTPK,9037,M018450,"NJ TPK OVER MANTUA CREEK",18.58,GLOUCESTER,"West Deptford township",39.8017,75.195
5922,NJTPK,9037,M018880,"OGDEN RD (CR648) (F.OGDEN HEIGHTS RD)/NJTPK",1,GLOUCESTER,"West Deptford township",39.8055,75.186
5923,NJTPK,9037,M019380,"PARKVILLE STA. RD(F. MANTUA GROVE-PAULS)/NJTPK",3.13,GLOUCESTER,"West Deptford township",39.8094,75.1777
5924,NJTPK,9037,M02023R,"NJ RT 45 (MANTUA PIKE) OVER NJTPK",24.25,GLOUCESTER,"Woodbury Heights borough",39.8158,75.1641
5925,NJTPK,9037,M020470,"ELM AVE (CR 652) OVER NJ TPK",0.16,GLOUCESTER,"Woodbury Heights borough",39.8175,75.1606
5926,NJTPK,9037,M020960,"NJ TPK/WEST JERSEY AVE & PRSL",21.12,GLOUCESTER,"Woodbury Heights borough",39.8209,75.1526
5927,NJTPK,9037,M021080,"NJ TPK OVER N. GLASSBORO RD (CR 553)",21.3,GLOUCESTER,"Woodbury Heights borough",39.8217,75.1506
5928,NJTPK,9037,M021520,"TANYARD RD (CR 663) (F. WOODBURY)/NJTPK",4.13,GLOUCESTER,"Deptford township",39.8257,75.1434
5929,NJTPK,9037,M022220,"COOPER ST. (CR 706) (F. COOPER RD) OVER NJ TPK",4.13,GLOUCESTER,"Deptford township",39.8316,75.1331
5930,NJTPK,9037,M022810,"NJ RTE 47 (N. DELSEA DRIVE) OVER NJTPK",72.53,GLOUCESTER,"Deptford township",39.8378,75.1251
5931,NJTPK,9037,M023120,"TURKEY HILL RD (CR 646) OVER NJ TURNPIKE",0.65,GLOUCESTER,"Deptford township",39.8409,75.1211
5932,NJTPK,9037,M024030,"ALMONESSON RD (F.W.-LAKELAND RD (CR621))/NJTPK",4.8,GLOUCESTER,"Deptford township",39.8502,75.1089
5933,NJTPK,9037,M024610,"NJ TPK OVER BIG TIMBER CREEK",24.82,GLOUCESTER,"Deptford township",39.8543,75.0999
5934,NJTPK,9037,M025720,"NJ TPK / PRSL RR GRENLOCH BRANCH (ABANDONED)",25.95,CAMDEN,"Runnemede borough",39.8588,75.0795
5935,NJTPK,9037,M025880,"NJ TPK / NJ 168(BLK HORSE PIKE)",26.08,CAMDEN,"Runnemede borough",39.8592,75.0768
5936,NJTPK,9037,M02613B,"NJ TPK INT 3 RAMPS R&T / NJ 168",26.08,CAMDEN,"Runnemede borough",39.8611,75.0774
5937,NJTPK,9037,M02698R,"ROUTE NJ 41 OVER NJ TPK",6.26,CAMDEN,"Barrington borough",39.8632,75.0562
5938,NJTPK,9037,M027280,"SHREVE AVE OVER NJ TPK",0.25,CAMDEN,"Barrington borough",39.8641,75.0512
5939,NJTPK,9037,M027710,"NJ TPK OVER PRSL RR, E. ATLANTIC AVE (CR 727)",27.92,CAMDEN,"Lawnside borough",39.865,75.0433
5940,NJTPK,9037,M027950,"NJ TPK OVER US  30",28.16,CAMDEN,"Lawnside borough",39.8659,75.0386
5941,NJTPK,9037,M028190,"WARRICK RD (CR 669) OVER NJ TPK",4.26,CAMDEN,"Lawnside borough",39.8672,75.0343
5942,NJTPK,9037,M029200,"NJTPK/WOODCREST STATION RAMPS (PATCO)",29.33,CAMDEN,"Lawnside borough",39.8717,75.0183
5943,NJTPK,9037,M029240,"NJ TPK OVER COOPER CREEK",29.46,CAMDEN,"Haddonfield borough",39.8733,75.0169
5944,NJTPK,9037,M029350,"NJ TPK/PRSL ATLANTIC CITY BRANCH",29.57,CAMDEN,"Haddonfield borough",39.8733,75.015
5945,NJTPK,9037,M029840,"BERLIN ROAD (RT561) OVER NJTPK",43.5,CAMDEN,"Cherry Hill township",39.879,75.0076
5946,NJTPK,9037,M030750,"KRESSON RD (CR 671) OVER NJ TPK",1.47,CAMDEN,"Cherry Hill township",39.8896,74.9977
5947,NJTPK,9037,M031580,"NJ TURNPIKE/N BR COOPER CREEK",31.8,CAMDEN,"Haddon township",39.899,74.9879
5948,NJTPK,9037,M032300,"NJ RT 70 (E. MARLTON PIKE) OVER NJTPK",5.33,CAMDEN,,39.9075,74.9802
5949,NJTPK,9037,M033470,"NJ TPK/S BR PENNSAUKEN CREEK",33.28,CAMDEN,"Cherry Hill township",39.9206,74.9656
5950,NJTPK,9037,M033940,"CHURCH RD (CR 616) OVER NJ TPK",1.2,BURLINGTON,"Mount Laurel township",39.9256,74.9602
5951,NJTPK,9037,M03421R,"ROUTE 73 OVER NJ TURNPIKE",27,BURLINGTON,"Mount Laurel township",39.9285,74.9567
5952,NJTPK,9037,M03449A,"NJ TPK INTER 4 RAMPS C&E/NJ TPK",34.72,BURLINGTON,"Mount Laurel township",39.9317,74.9533
5953,NJTPK,9037,M03449B,"NJ RTE 73 OVER NJ TPK INT NO 4",27.1,BURLINGTON,"Mount Laurel township",39.9293,74.9577
5954,NJTPK,9037,M034860,"NJ TPK/N. BRANCH PENNSAUKEN CREEK",35.08,BURLINGTON,"Mount Laurel township",39.9351,74.9478
5955,NJTPK,9037,M035530,"NJ TPK OVER CHURCH STREET (CR 607)",35.64,BURLINGTON,"Mount Laurel township",39.9419,74.9389
5956,NJTPK,9037,M036800,"MOORESTOWN-MT LAUREL RD (CR 603) OVER NJTP",3.32,BURLINGTON,"Mount Laurel township",39.9553,74.9224
5957,NJTPK,9037,M03702A,"MILE 37 U-TURN OVER NJ TURNPIKE",37.2,BURLINGTON,"Mount Laurel township",39.9577,74.9195
5958,NJTPK,9037,M038680,"NJ TPK OVER MARNE HWY (CR 537) & PCRR",38.88,BURLINGTON,"Mount Laurel township",39.975,74.8983
5959,NJTPK,9037,M038900,"NJ TPK OVER HARTFORD ROAD (CR 686)",39.1,BURLINGTON,"Mount Laurel township",39.9778,74.8961
5960,NJTPK,9037,M039760,"NJ TPK OVER PARKER_S CREEK",39.98,BURLINGTON,"Mount Laurel township",39.9847,74.8833
5961,NJTPK,9037,M040340,"CREEK ROAD (CR 635) OVER NJ TPK",1.37,BURLINGTON,"Mount Laurel township",39.9899,74.8736
5962,NJTPK,9037,M040960,"NJ TURNPIKE OVER RANCOCAS CREEK",41.21,BURLINGTON,"Mount Laurel township",39.9967,74.8617
5963,NJTPK,9037,M042590,"RANCOCAS RD (CR626) OVER NJTPK",6.89,BURLINGTON,"Westampton township",40.0091,74.8402
5964,NJTPK,9037,M043560,"IRICK ROAD (CR 630) OVER NJ TPK",6.4,BURLINGTON,"Westampton township",40.0199,74.8287
5965,NJTPK,9037,M04405A,"NJ TPK INTER 5 RAMPS A&G/ NJ TPK",44.36,BURLINGTON,"Westampton township",40.0257,74.8229
5966,NJTPK,9037,M044360,"BURLINGTON MT HOLLY RD (CR 541) OVER NJTPK",20.27,BURLINGTON,"Westampton township",40.0292,74.8194
5967,NJTPK,9037,M044750,"HANCOCK LANE OVER NJ TURNPIKE",0,BURLINGTON,,40.0338,74.8147
5968,NJTPK,9037,M045430,"OXMEAD ROAD OVER NJ TURNPIKE",0,BURLINGTON,"Burlington township",40.0413,74.8066
5969,NJTPK,9037,M046880,"BURLINGTON-JACKSONVILLE RD (CR 670) /NJTPK",3.81,BURLINGTON,"Springfield township",40.0542,74.7856
5970,NJTPK,9037,M048210,"NJ TPK OVER ASSISCUNK CREEK",48.47,BURLINGTON,"Springfield township",40.0666,74.7657
5971,NJTPK,9037,M049150,"BURLINGTON-COLUMBUS RD (CR 543) OVER NJTPK",22.69,BURLINGTON,"Mansfield township",40.0767,74.755
5972,NJTPK,9037,M049730,"NJ TPK OVER CRAFT_S CREEK",49.95,BURLINGTON,"Mansfield township",40.0817,74.7467
5973,NJTPK,9037,M050060,"JACKSONVILLE ROAD OVER NJTPK",3.81,BURLINGTON,"Mansfield township",40.0858,74.7411
5974,NJTPK,9037,M050430,"NJ TPK/MILL LANE,PRR,KINKORA BR",50.62,BURLINGTON,"Mansfield township",40.09,74.7369
5975,NJTPK,9037,M05091A,"NJ TPK INTER 6 RAMP C OVER NJ TPK",50.91,BURLINGTON,"Mansfield township",40.0953,74.7311
5976,NJTPK,9037,M050950,"HEDDING ROAD OVER NJ TPK(I-95)",6.27,BURLINGTON,"Mansfield township",40.0961,74.7308
5977,NJTPK,9037,M05111A,"NJTPK(I-95)INT 6 RP E/NJTPK(I-95)",6.76,BURLINGTON,"Mansfield township",40.0979,74.729
5978,NJTPK,9037,M053010,"NJ TPK(I-95) OVER US 206 (OLD YORK ROAD)",12.1827,BURLINGTON,"Bordenton township",40.1192,74.7066
5979,NJTPK,9037,M05328A,"NJTPK(I-95)INT 7 RPS C&E/NJTPK(I-95)",0,BURLINGTON,"Bordenton township",40.1222,74.7031
5980,NJTPK,9037,M05328B,"NJTPK(I-95)INT 7 RAMPS R&T/US 206",12.79,BURLINGTON,"Bordenton township",40.1239,74.7065
5981,NJTPK,9037,M053410,"NJ TPK(I-95) OVER BLACKS CREEK",53.41,BURLINGTON,"Bordenton township",40.1239,74.701
5982,NJTPK,9037,M05380A,"NJTPK OVER INT 7 RAMPS ST & TN",53.8,BURLINGTON,"Bordenton township",40.121,74.6966
5983,NJTPK,9037,M054000,"NJTPK(I-95) OVER GEORGETOWN ROAD",54,BURLINGTON,"Bordenton township",40.1296,74.6936
5984,NJTPK,9037,M055100,"BORDNTOWN-CHESTERFIELD RD/NJTPK(I-95)",1.78,BURLINGTON,"Chesterfield township",40.141,74.6792
5985,NJTPK,9037,M056380,"WARD AVE OVER NJ TPK(I-95)",0,BURLINGTON,"Chesterfield township",40.1544,74.6624
5986,NJTPK,9037,M056920,"NJTPK(I-95)/CROSSWICKS CR & U-TURN",56.92,MERCER,,40.1599,74.6555
5987,NJTPK,9037,M057100,"SO. BROAD STREET OVER NJTPK(I-95)",0.58,MERCER,"Hamilton township",40.1619,74.6529
5988,NJTPK,9037,M057460,"NJTPK(I-95) OVER DOCTORS CREEK",57.46,MERCER,"Hamilton township",40.1654,74.6478
5989,NJTPK,9037,M057550,"NJTPK(I-95)/CROSSWICKS-HAMILTON SQ RD",12.19,MERCER,"Hamilton township",40.1667,74.6467
5990,NJTPK,9037,M058100,"YARDVILLE-ALLENTOWN RD/NJTPK(I-95)",3.77,MERCER,"Hamilton township",40.1718,74.6392
5991,NJTPK,9037,M059230,"MERRICK ROAD OVER NJ TPK(I-95)",0,MERCER,"Hamilton township",40.1817,74.6219
5992,NJTPK,9037,M06051A,"NJTPK(I-95)INT 7A RPS ST-TN/NJTPK(95)",0,MERCER,,40.1924,74.6026
5993,NJTPK,9037,M06051B,"NJTPK(I-95)INT 7A RAMPS ET-TW/I-195",60.51,MERCER,,40.1971,74.611
5994,NJTPK,9037,M060910,"ROBBINSVILLE-ALLENTOWN RD/NJTPK(I-95)",8.95,MERCER,,40.1963,74.5969
5995,NJTPK,9037,M061870,"WEST MANOR WAY(HULSE RD)/NJTPK(I-95)",0,MERCER,,40.2056,74.5834
5996,NJTPK,9037,M062240,"GORDON RD(PERRINE RD/NJ TPK (I-95)",0,MERCER,,40.2092,74.5782
5997,NJTPK,9037,M062860,"SHARON RD(PAGES CORNER RD)/NJTPK(I95)",1.3,MERCER,,40.2152,74.5694
5998,NJTPK,9037,M063320,"NJ TPK(I-95) OVER ASSUNPINK CREEK",17.98,MERCER,,40.2197,74.5629
5999,NJTPK,9037,M063430,"WINDSOR ROAD OVER NJTPK(I-95)",2.02,MERCER,,40.2207,74.5615
6000,NJTPK,9037,M064790,"PERRINEVILLE RD OVER NJTPK(I-95)",2.03,MERCER,"East Windsor township",40.2335,74.5418
6001,NJTPK,9037,M065520,"OLD YORK RD/NJ TPK(I-95)",49.86,MERCER,"East Windsor township",40.2398,74.5307
6002,NJTPK,9037,M066230,"NJ TPK(I-95) OVER PEDDIE BROOK",66.23,MERCER,"East Windsor township",40.2464,74.5204
6003,NJTPK,9037,M067080,"ETRA ROAD/NJ TPK(I-95)",33.34,MERCER,"East Windsor township",40.2576,74.5138
6004,NJTPK,9037,M067270,"NJ TPK(I-95)/ROCKY BROOK",21.8999,MERCER,"East Windsor township",40.26,74.5133
6005,NJTPK,9037,M06757A,"NJTPK(I-95) INT 8 RPS C&E/NJTPK(I-95)",22.21,MERCER,"East Windsor township",40.265,74.5117
6006,NJTPK,9037,M06757B,"NJ TPK INT 8 RAMPS ET&TW/NJ RT 33",22.21,MERCER,"East Windsor township",40.265,74.5117
6007,NJTPK,9037,M067890,"NJ TPK(I-95) OVER RT 33",22.54,MERCER,"East Windsor township",40.2683,74.51
6008,NJTPK,9037,M068010,"NJ TPK(I-95)/MONMOUTH ROAD",22.67,MERCER,"East Windsor township",40.27,74.51
6009,NJTPK,9037,M068400,"WYCKOFF'S MILL RD/NJTPK(I-95)",0.82,MERCER,"East Windsor township",40.275,74.5067
6010,NJTPK,9037,M068750,"NJTPK(I-95) OVER MILLSTONE RIVER",23.3999,MERCER,"East Windsor township",40.28,74.505
6011,NJTPK,9037,M069270,"BRICK YARD RD. (CORP LINE RD)/NJ TPK(I-95)",1.07,MIDDLESEX,"Cranbury township",40.2883,74.5017
